Ticker,DCF Market Cap (B),DDM Market Cap (B),Multiples Market Cap (B),Median Market Cap (B),Current Price,Forecast Price (30d),Forecast Change (%),Current Market Cap (B),Forecast Market Cap (B)
W,4.69,,-3.61,0.5400000000000003,72.37000274658203,72.38,0.01,9.38356736,7.600117139999999
WAB,24.75,3.22,18.72,18.72,191.4199981689453,191.21,-0.11,32.723820544,32.68792160032
WAL,,3.17,,3.17,79.16999816894531,79.3,0.16,8.7406848,8.7550372
WAT,18.65,,12.81,15.73,281.20001220703125,280.86,-0.12,16.738178048,16.717938726
WBA,117.81,31.49,11.12,31.49,11.9399995803833,11.94,0.0,10.334797824,10.33479862656
WBD,320.16,,71.53,195.84500000000003,10.90999984741211,10.99,0.73,27.01065216,27.20871353088
WBS,,6.84,,6.84,55.849998474121094,55.77,-0.14,9.331586048,9.31821935616
WCC,22.88,1.02,8.34,8.34,204.27999877929688,204.55,0.13,9.940815872,9.953955285
WDAY,11.08,,18.89,14.985,222.07000732421875,222.21,0.06,59.202973696,47.94158351232
WDC,21.58,2.94,38.48,21.58,74.97000122070312,75.06,0.12,26.155384832,26.18678388096
WEC,197.17,37.59,12.49,37.59,110.3499984741211,110.35,0.0,35.51791104,35.517911334400004
WELL,16.07,36.46,22.5,22.5,168.02999877929688,168.07,0.02,112.382828544,112.40958313088
WEN,44.43,,2.39,23.41,10.09000015258789,10.07,-0.2,1.93753216,1.9336916694400001
WEX,22.85,,12.78,17.815,168.25999450683594,168.01,-0.15,5.765310976,5.756745043
WFC,,122.54,,122.54,77.8499984741211,77.97,0.15,249.387810816,249.77222678016
WFRD,13.37,0.74,6.22,6.22,55.439998626708984,55.42,-0.04,3.982532352,3.9810957
WH,8.03,4.42,4.82,4.82,83.95999908447266,83.96,0.0,6.410866688,6.410866551999999
WHR,82.61,11.37,7.46,11.37,83.70999908447266,83.65,-0.07,4.678920192,4.67556656
WING,-0.39,0.52,1.35,0.52,315.3599853515625,316.3,0.3,8.806048768,8.83229794
WLK,57.21,6.09,7.94,7.94,79.0,79.03,0.04,10.131434496,10.13528138
WM,215.97,42.01,47.29,47.29,235.08999633789062,234.65,-0.19,94.701305856,94.5240632544
WMB,207.61,55.99,11.51,55.99,57.88999938964844,58.05,0.28,70.694109184,70.88950085759998
WMS,12.06,0.93,7.61,7.61,131.41000366210938,131.74,0.25,10.217469952,10.243127524
WMT,1360.93,230.33,419.5,419.5,103.7300033569336,103.24,-0.47,827.809005568,823.89857071104
WOLF,74.36,,-9.89,32.235,1.4800000190734863,1.48,-0.0,0.230327968,0.23032797184
WPC,,16.19,5.54,10.865,65.87999725341797,65.9,0.03,14.427126784,14.431507427200001
WRB,,12.97,24.43,18.7,70.62999725341797,70.48,-0.21,26.789462016,26.73257007616
WSC,21.38,0.89,2.94,2.94,24.350000381469727,24.37,0.08,4.433526272,4.43716794496
WSM,20.37,6.53,19.32,19.32,199.4199981689453,199.79,0.19,24.52826112,24.57377042
WSO,3.67,9.17,7.74,7.74,410.8299865722656,410.73,-0.02,16.778420224,14.328398196
WST,21.77,1.57,10.7,10.7,240.97999572753906,240.95,-0.01,17.32822016,17.326062971200002
WTFC,,4.36,,4.36,123.83999633789062,123.78,-0.05,8.291372544,8.287355694
WTM,,0.28,,0.28,1751.6199951171875,1754.67,0.17,4.510701568,4.5185559972
WTRG,68.72,8.15,3.85,8.15,38.779998779296875,38.77,-0.03,10.876587008,10.87378281984
WTW,-20.1,15.33,21.48,15.33,327.8500061035156,327.18,-0.2,31.981113344,31.91575464
WU,-0.48,14.15,7.13,7.13,8.039999961853027,8.04,0.0,2.596654848,2.59665474432
WWD,8.15,1.09,5.03,5.03,248.4499969482422,248.35,-0.04,14.898601984,14.89260577
WY,,9.72,5.89,7.805,25.479999542236328,25.47,-0.04,18.384099328,18.376884558719997
WYNN,68.06,2.22,10.27,10.27,106.41000366210938,106.42,0.01,11.064193024,11.06523234
XRAY,36.48,3.54,6.18,6.18,12.960000038146973,12.98,0.15,2.585312768,2.58930232
